Company,Id,Reviewer_Id,Title,Review,Date,Rating
Deliveroo,606ca044f85d7508704bc773,5d89d54c7c6eb177e6857c7b,If I could give 0 stars I would,"If I could give 0 stars I would. I have had previous bad experiences with Deliveroo where they didn't assign drivers for my delivery leading to me waiting for an hour before I call them and I am informed about there being no driver to deliver my food so I have to cancel my order and request a refund, which is only a credit to my Deliveroo account and not a credit to my bank account. Because of this I haven't really been using them. But 2 weeks ago I wanted a pizza so ordered on at 7.20. I had an ETA of 8.05. At 8.15 I called the restaurant and the line was engaged. This went on until 9.00. I had intended on sharing this pizza, with my daughter, but ended up having to make her something. I called Deliveroo at 9.15 and asked to speak to a supervisor when a refund wasn't granted. The supervisor refused and said they had to investigate which would take 72 hours. So at 9.45 I have to bundle my sleeping daughter in the car and go to the McDonald's drive through. While I am there I receive a call and when I ask if it's the pizza delivery guy he hangs up. When we get home at almost 10.00 there's a stone cold pizza outside my door. Deliveroo and all these other fast food delivery services are a joke. In the end my bank did a charge back(which I hope all of the many disgruntled customers are using, because when they refuse you a refund they're hoping we'll just swallow it, but most banks will support you). I think I'm a big softy at heart because after my previous experiences with Deliveroo I kept my account, but on this occasion enough is enough and they've been cancelled. Deliveroo are a massive con, because they charge an average of £5.00 a delivery plus card fee(unless you are a direct debit customer, which is what they are trying to push all of their customers towards), and many of their drivers don't know where they are going even after I have put instructions on how to find me. I have lost count of the amount of times I have been asked to come and collect my food (which I always refuse because the delivery is paid for). Also their customer service isn't very good, as they are based overseas and don't know anything about the local area or how close things are. As when a driver hasn't arrived after 2 hours and the restaurant is less than 2 miles away you would think that they would understand how bad the level of service is, but they don't. MY ADVICE TO ANYONE READING THIS IS AVOID AT ALL COSTS AND WHEN YOU SEE GET DELIVERY FOR FREE, AVOID AVOID AVOID. THEY'RE JUST TRYING TO STRIPE YOU UP TO BECOME A CUSTOMER PAYING A MONTHLY FEE. I WISH WE COULD GO BACK TO THE DAYS WHERE RESTAURANTS HAD THEIR OWN DRIVERS INSTEAD OF USIBG THESE SERVICES, AS IT'S THE FOOD WE WANT. NOT THE MIDDLEMAN. ONCE LOCKDOWN IS OVER I WILL BE CANCELLING MY JUST EAT ACCOUNT TOO, AS THEY'RE JUST AS BAD, THEY'RE ONLY BETTER THAN DELIVEROO BECAUSE THEY'RE CHEAPER.",2021-04-06 17:54,{1: 'Bad'}
Deliveroo,606c4686f85d7508704aba44,606c46553aeffa001b4042f2,Do not use,"Do not use. One day my son asked me can he gives me  his money so I can deliver KFC for him. He spent £20 pound. He was waiting for delivery, watching through the window. We received text that delivery is done but my son never saw his food. He was very disappointed  so I rang them and they said they will return all money but they never did. HORRIBLE, HORRIBLE, HORRIBLE.",2021-04-06 11:31,{1: 'Bad'}
Deliveroo,606c20bdf85d7508704a5a0a,606c20b4c61786001b802a42,be very careful????,"be very careful????? my daughter has money taken out of her bank on few occasions, when rang these people they say oh it not Ur name on the accounts not,so we can't talk to u. reporters it to them it is a crime, someone be committed fraud and now they are helping them, won't cancel account.",2021-04-06 08:50,{1: 'Bad'}
Deliveroo,606bc4f7f85d75087049faa0,5f58ddf61433b71cb9ab1529,DO NOT USE!!!!!!!!!!,"DO NOT USE!!!!!!!!!!! I AM AGROPHOBIC, I TRIED THIS SITE AND WAS RIPPED OFF. Make a 30quid order andn15quids worth doesnt show up, never mind, they credit your account with what they please.. no your bank account... your deliveroo account!!!!! Used 3 times. 2 ordered were useless. Made . Complaint and told by email despite items being missing  i wouldnt be refunded",2021-04-06 02:18,{1: 'Bad'}
Deliveroo,606b95a8f85d75087049e065,606b95a3c61786001b7fe938,Hi all I am a delivery driver the…,Hi all I am a delivery driver the reason driver don't do delivery for deliveroo is because they are paying very less money. Please order 🙏your food from stuart just eat. Thank you,2021-04-05 22:56,{1: 'Bad'}
Deliveroo,606b7c20f85d75087049c644,606b7c1b0994fe0019747bac,As a business owner I’m dealing with…,"As a business owner I’m dealing with them and it’s a nightmare every time, as a costumer when I order food experiences are not much better, the worse. Please choose other deivery companies",2021-04-05 21:07,{1: 'Bad'}
Deliveroo,606b73d2f85d75087049bb0d,6046a52755168c001e40c3dc,Absolute shocking,"Absolute shocking. Ordered our food at 1830hrs. Estimated 1hr delivery. The take away apparently didn’t receive our order. I rang deliveroo, and they’d have to call the restaurant. They said they couldn’t get hold of the restaurant so I’d have to wait 72hrs for a response. I insisted they try again and eventually a refund was agreed. This is my first experience with deliveroo and I will never ever be using them again. It was supposed to be a nice birthday meal for my wife. No wonder their shares dropped 25% on day1. Total mug if you invest in this business. I give them 2years until they go down the drain. I urge all businesses to avoid them if you wish to keep your reputation high.",2021-04-05 20:32,{1: 'Bad'}
Deliveroo,606b5207f85d750870497dcb,5d235a00b8780aace1f79fe1,Poor service,"Poor service. Rade staff. first person we spoke to hung up, second person left us on hold for 25 minutes claiming they were going to get their manager. Absolutely appalling service. If there was an option for minus 5 stars i would rate them that!!!",2021-04-05 18:08,{1: 'Bad'}
Deliveroo,606ab2acf85d750870485b83,5e11b38d6af5022d423178ec,Disgusting customer service,"Disgusting customer service. Ordered a co op order. Didnt recieve all the items so advised them straight away, was advised....sorry nothing they can do. Then they take an extra 3quid out of my account. Be very careful as they are crafty and this is how they get money from you. Their drivers dont dress like.deliveroo guys either. Just be careful of deliveroo if you order from them as they will keep your money and wont return it or even have them Re deliver your items.",2021-04-05 06:48,{1: 'Bad'}
Deliveroo,606a289df85d75087048165c,606a2883402b0e001a967f57,No proper refund for incomplete order.,"Delivered an incomplete order. Instead of giving me a refund they ""credited my account"" and have given me just three months to use it!  Hold on, you have take my money, not brought me my food and now are not giving me a proper refund either.  What if I don't want to use Deliveroo again because I am unimpressed with the service?",2021-04-04 20:59,{1: 'Bad'}
Deliveroo,606a1e29f85d750870480bbb,606a1e21402b0e001a967aa1,Used a promo code and they suggested…,Used a promo code and they suggested that we had used the promo before which isn't true. They then asked me to provide loads of details for them to investigate all for £10 voucher. Absolute joke do not use this company. Uber is better,2021-04-04 20:14,{1: 'Bad'}
Deliveroo,606a080cf85d75087047f158,54f5bb340000ff0001aec0aa,Barely warm food on 2 separate…,Barely warm food on 2 separate deliveries Shocking customer service Avoid at all costs and pick your food up instead!!,2021-04-04 18:40,{1: 'Bad'}
Deliveroo,606a01d4f85d75087047e944,5f441f58f4d434b8981cd0db,Deliveroo browser interface is rubbish,"Deliveroo browser interface is rubbish. Why can't you just order food, leave a telephone number and/or email and pay for it? No, you have to add a password verify it, log in with Facebook or Gmail and other hoops. It's not a social media network it's a fast food service ffs. No wonder their stock market float dived. They're trying to be something they're not. Very annoyed and now my Mrs thinks I'm nuts for yelling in frustration. Thanks.",2021-04-04 18:13,{1: 'Bad'}
Deliveroo,6069da9af85d75087047b217,6069da83839fde00195c35e4,Cat calling,"Bro deliveroo is completely amazing at delivering food from the previous experiences I have had, but you might want to check what these people stand for since my friend and me (who are 16 and Females) were walking back home at around 11pm and a deliveroo man decided to cat call us and cycle off like the little pussy he was",2021-04-04 15:26,{1: 'Bad'}
Deliveroo,6069da7af85d75087047b1f1,585009a20000ff000a61391a,Deliveroo honestly has hit rock…,Deliveroo honestly has just hit rock bottom. My rider arrived looking like he had rolled around in mud. Had a DGAF attitude and put me off my £25 order. Going back to cooking because there is nothing convenient about using it. I miss the days when restaurants and takeaways had a designated delivery driver.,2021-04-04 15:25,{1: 'Bad'}
Deliveroo,6069d785f85d75087047adf8,6069d72626bd26001b427bef,We ordered food last November using…,"We ordered food last November using them for the first time. I have just noticed that they`ve been taking a monthly subscription from me of £11.49, even though I never signed up. Avoid these rip off scammers.",2021-04-04 15:13,{1: 'Bad'}
Deliveroo,6069c08df85d7508704790f2,54ef10ec0000ff0001adaef9,Their voucher codes never work,"Their voucher codes never work! Their drivers have the worst customer service ever!  If you're going to be a delivery  driver at least know the local area!  They always seem to forget something.  Will never use them again, would rather pick up my own",2021-04-04 13:35,{1: 'Bad'}
Deliveroo,6069b8d4f85d750870478677,5eb02472e86dac62157fd888,I really don’t understand why there are…,"I really don’t understand why there are so many negative reviews. I’ve used the company countless times, with only one issue. They rarely actually deliver to my door but I track them on the app and accept they don’t employ the brightest of delivery drivers. Overall though, a godsend.",2021-04-04 13:02,{5: 'Excellent'}
Deliveroo,6069a5a8f85d750870476bc7,5d85242139cf14069f6eca6a,I think company has bad communication…,"I think company has bad communication with shops they work with. Company delivered only half of my shop order and didn’t do any notification about it. I was so disappointed because I was charged full amount for delivery service. Good they refunded me after live chat conversation. But it is not just about money, all experience was destroyed. It happened second time in two months. I have doubts I will be ordered anything again via this service.",2021-04-04 11:40,{1: 'Bad'}
Deliveroo,6068e6e9f85d75087046df7c,57161cb70000ff000a18b967,Missing or incorrect items do not get refunded.,"Deliveroo has a real problem refunding missing or incorrect items.  I provided photo evidence recently via the in-app feature of two orders that had missing or incorrect items and customer service simply responded with shrug.Essentially Deliveroo is breaking the law as a customer is paying for goods not received or having the wrong goods received. It's unclear how ""Customer Service"" deems it acceptable to respond in this manner.It not only destroys the ordering experience but wastes a significant amount of time having to raise complaints to get this resolved.  I've cancelled my premium subscription off the back of this experience.",2021-04-03 22:06,{1: 'Bad'}
Deliveroo,6068d554f85d75087046cf5d,6068d54ea97e40001b8c228d,Food not delivered and terrible customer service,"Food not delivered and told i might get a refund if my complaint passes checks. No effort to resolve the issue, simply said its not coming.",2021-04-03 20:51,{1: 'Bad'}
Deliveroo,6068d1cff85d75087046cb84,6068d1beebf30500197e8317,Awful!!,Awful!!! **AVOID** Had a voucher to use which was accepted then payment went through and they took the full amount without consent. Customer service awful and unwilling to even listen.Further more food arrived freezing cold and again they didn't want to know.,2021-04-03 20:36,{1: 'Bad'}
Deliveroo,6068cf66f85d75087046c8ac,6068cf60a97e40001b8c1fa0,Fantastic customer service from…,Fantastic customer service from Jechelle tonight. My 1st order and had issues with my discount code...had cancelled order. Went to resubmit however discount code would not apply. Phoned and spoke to Jechelle who sorted it for me as normally it takes a further 24hours for the code to reactivate. Thank you....saved Saturday night dinner..,2021-04-03 20:26,{5: 'Excellent'}
Deliveroo,6068c923f85d75087046c118,50855f64000064000124cae7,Driver stole the order,"Waited an hour and a half while the app kept pushing my delivery time further and further back, all the while telling me that the restaurant was busy and the driver was waiting there to collect the order.Finally called the restaurant and they informed me that the order had been collected over an hour before then and the driver had ""probably stolen it.""Got a refund, but a huge waste of time waiting and having to place a new order with a more reliable service.",2021-04-03 19:59,{1: 'Bad'}
Deliveroo,6068ba96f85d75087046ad86,5e1e08ddddcefa2de9574d01,Fantastic & by far the best online food…,Fantastic & by far the best online food delivery app/company. Who doesn’t Love a deliveroo! Customer services are top notch too. Well done 👏,2021-04-03 18:57,{5: 'Excellent'}
Deliveroo,606879dff85d750870463de4,51ef7e6300006400014508c1,The voucher they sent me didn't work…,The voucher they sent me didn't work when I followed their link. Subsequent customer service did at least respond but not willing to understand the issue or to resolve it.,2021-04-03 14:21,{1: 'Bad'}
Deliveroo,60684978f85d75087045ed91,60684973402b0e001a95af2d,Great service,,2021-04-03 10:54,{5: 'Excellent'}
Deliveroo,60682590f85d75087045b4ee,60682587ebf30500197e25f8,Arrogant company,"Use invalid card message when you are a new customer not allowing you to apply discount.Rude beligerant customer service staff, who just hide behind terms and conditions.Poorly informed delivery drivers.Never again!!",2021-04-03 08:21,{1: 'Bad'}
Deliveroo,606797f2f85d75087045576d,5c8930b7e12d174d98130c77,Worst company i have ever used,Worst company i have ever used. Boycott. No customer security.,2021-04-02 22:17,{1: 'Bad'}
Deliveroo,606770e7f85d7508704521d4,5210fab20000640001486f87,Great Service from Deliveroo,Our driver was great. On time we couldn't fault him at all.It was a shock to see we had a choice of tipping of driver. I would recommend deliveroo.,2021-04-02 19:30,{5: 'Excellent'}
Deliveroo,60676a26f85d750870451684,60676a22402b0e001a95552d,Order never arrived,"Ordered from Five guys, an hour later deliveroo registered food as delivered even though it never arrived.",2021-04-02 19:01,{1: 'Bad'}
Deliveroo,606764fef85d750870450d6f,5b37785b4de5666d3416dee6,Charged almost £2 more for every item…,Charged almost £2 more for every item ordered than if I had gone to restaurant directly. No support or help from deliveroo offered. Wont use again.,2021-04-02 18:39,{1: 'Bad'}
Deliveroo,60676402f85d750870450bc5,5eceb5f9098612846f564b34,"Expensive, lukewarm and unhelpful",Food approx 2 pounds more expensive per dish than if I had ordered direct from restaurant.  Arrived lukewarm. One dish spilt. Deliveroo customer service poor - try to terminate chat after one minute whilst  I was typing response. Delivery guy was pleasant enough. Will order direct and pickup in future. Overall about £10 to deliver from a restaurant 5 min away.,2021-04-02 18:35,{1: 'Bad'}
Deliveroo,6067622ef85d750870450869,60676211a97e40001b8b7fda,New User. Good experience.,Being a new user I am really happy the way service and resolution Deliveroo provided on query raised. They also have wide variety of restaurant option and delivery was right on time based on the ETA provided while ordering food. Overall good experience till now 😊,2021-04-02 18:27,{5: 'Excellent'}
Deliveroo,6067244bf85d75087044856d,557841f20000ff0001c50855,Arrived cold after other drops!,"Food was out for delivery for at least half an hour whilst the driver made another drop first. Unsurprisingly, the food wasn’t fresh or hot! I paid a £3.50 delivery charge AND £1.08 service fee, I expect my food to be delivered straight to me without other stops. The ordering and address finder was clumsy to say the least. I wasn’t able to track my drivers tour around the local area either. Considering a close competitor charges only £3 in all fees I won’t be using deliveroo again! ...did somebody say..",2021-04-02 14:03,{2: 'Poor'}
Deliveroo,6067203ff85d750870447d25,582b64d00000ff000a57a98c,Appalling customer service. Could not be any worse!,"Having ordered a Deliveroo editions from Shake Shack. I was told on the web page that if I spent another £1.25 I would receive free delivery as it was over £15. In order to get this, I added a coke to my order. The coke did not arrive with my delivery, and I was also charged 3.99 for delivery!When I made a complaint, they would not refund me for the coke or the delivery and offered no explanation.",2021-04-02 13:46,{1: 'Bad'}
Deliveroo,6066d8ecf85d75087043e6cf,6040db23efcecd001a2158f6,Dreadful company every time we logged…,"Dreadful company every time we logged in to place an order the website changed our address to a different one so last night our card was blocked after three attempts to get a delivery, we have deleted our account and will never use them again.No wonder the stock market was not impressed!",2021-04-02 08:42,{1: 'Bad'}
Deliveroo,6066bfd0f85d75087043be35,6066bfc7e02941001b6144c4,Disaster!!,"Disaster!!! Avoid using the service, it’s fine when it works but when something goes wrong there is no customer service whatsoever! Take away took over 2 hours to arrive (advertised 35 minutes) by which time I just needed to go to bed. What arrived was cold and soggy and pretty revolting and went straight in the bin. Contacted Deliveroo who couldn’t care less! The best they could offer is a 10% voucher in my account. The are quick enough to take your money, but couldn’t care less about customer service. It’s appalling in this day and age!",2021-04-02 06:55,{1: 'Bad'}
Deliveroo,6066aea9f85d75087043ac31,6066aea4839fde00195ac80f,Brilliants services with a mammoth…,Brilliants services with a mammoth selection of choices Customer services have come a long way from the start and now are a pleasure to do deal with.I think it's time that us customers also started to be a little more honest with the services we receive also.,2021-04-02 05:42,{5: 'Excellent'}
Deliveroo,60665465f85d750870437c75,5bdcf67f36ca311c1ba83610,I had a delivery from KFC unfortunately…,"I had a delivery from KFC unfortunately a few items was missing but deliveroo were great in apologising and resolved the issue, no problem using them",2021-04-01 23:16,{4: 'Great'}
Deliveroo,60662e19f85d750870435050,60662e12377f4a00198110cb,We received the wrong burgers and no…,We received the wrong burgers and no southern fried chicken when we rang up deliveroo they said we had to wait 48 hours for someone to help. Also the food we received came cold and we didn’t enjoy it for the price we paid. Wouldn’t recommend ordering from here.,2021-04-01 20:33,{1: 'Bad'}
Deliveroo,606615bef85d75087043229a,5fa8730f23b4e4001abf3335,These delivery riders both moped and cyclists need training using public highway,"These delivery riders both moped and cyclists need there bloody heads examined they are both a danger to themselves and other road users, I am a bus driver and the amount of close calls I’ve had and no apology only get the riders sticking middle finger up and ride on",2021-04-01 18:49,{1: 'Bad'}
Deliveroo,60661400f85d750870431efb,5694a8670000ff0001fb6e98,Avoid using them ..,"Avoid using them ..Placed an order on , they pretended that delivered but food never arrived",2021-04-01 18:42,{1: 'Bad'}
Deliveroo,6066033ef85d75087042f7dc,60660334377f4a001980fc8d,AVOID,AVOID! I placed an order from Morrisons but the wrong goods were delivered. They offered a credit. I started a live chat to request the correct items to be delivered. The first agent to read it ended the chat. The second one offered a refund and refused to replace the items. Annoying becuse the items that were wrong were the ones I really needed. I had to order a load of stuff that I didn't really need to make it up to the £15 limit. Complete waste of time. First time using the app and it will be the last.,2021-04-01 17:30,{1: 'Bad'}
Deliveroo,6065d7fcf85d750870428970,6065d71db64400001907165d,Overall a decent experience,Overall a decent experience. Full repect to the riders who are out at all hours rain or shine. 4 out of 5,2021-04-01 14:26,{4: 'Great'}
Deliveroo,6065c5def85d750870425bed,5aba4b3c4de5666d3427dd36,Outrageously expensive and a rip-off!,Outrageously expensive and a rip-off!The prices that are charged are outrageous and excessive and I am sure that this is just commission paid to Deliveroo. Why are they still allowed to operate during Covid when most people are not even allowed to work? Also when are the Americans going to understand that we in Europe like to exercise and do not need everything delivered to our door! Do not ever use this company you only need read the reviews and see their trust pilot score! I have never felt so robbed!,2021-04-01 13:08,{1: 'Bad'}
Deliveroo,6065607df85d750870417afc,60656075e3c5e0001ae11f54,Orderd a meal through deliveroo with a…,"Orderd a meal through deliveroo with a restaurant that uses their own delivery drivers. After an hour and 45 minutes of waiting (which I sat by the window 10 minutes prior to delivery time so I could watch for them) I  contacted deliveroo through their live chat and was told that she had spoken to the Gold Moon and the food would be with me in 5 mins. So 5 mins later I phoned Gold Moon myself. It seems they travel in a tardis to make their deliveries. I was told by a very rude and unhelpful man that the driver had in that 5 mins drove to my address, tried to contact me, then drove back to the restaurant and explained what had happened before I rang. Quite a miracle as its a 15 min round trip.I contacted deliveroo by email and attached screenshots of all communication and call logs which quite clearly prove the driver could never have been here. The next day I called deliveroo who were about as useful as a chocolate tea pot. The woman I spoke to had no interest in trying to help and just kept banging on about having to speak to the restaurant as they did their own deliveries. They needed to ask whether the food had been delivered according to them. Well of course they're going to say it has you dozy mare! And surprise surprise I received an email saying the restaurant had confirmed they had tried and therefore I wasn't entitled to a refund.Turns out the place has a reputation for taking payments and not delivering the I've since found out when I googled them. There are many reviews saying the same thing. In hindsight I should have payed more attention to the rating before I ordered. Then again you wouldn't expect a company as big as deliveroo to allow scamming, thieving businesses to trade through them.Anyway I contacted my bank and disputed the payment and got my money back. Banks nearly always side with their customers with no quibbles for any online purchase made.",2021-04-01 05:56,{1: 'Bad'}
Deliveroo,60651398f85d7508704152cf,5ec6ef9bc66da380578afe7d,Well done to Deliveroo,"Monday had been  first experience with Deliveroo, I had no idea they shopped for customers.All went well, arrived in their slotted time and packed well",2021-04-01 00:28,{5: 'Excellent'}
Deliveroo,6064e367f85d750870412428,5c55ae675abbd08ad1e5c43b,Worst custermer service would never order again,"I tried to use their introductory code to get £10 off, this displayed in the total at checkout in the total. Then got the order confirmation stating that we were being charged the full amount, immediately tried to cancel (less than 5mins later) the order but was informed they could not as the order had been processed. Contacted the live chat and got the worst customer service I have ever experienced. Told sorry for the inconvenience and they would pass on my complaint. Will never order from them again. Food did arrive quickly.",2021-03-31 21:02,{1: 'Bad'}
Deliveroo,6064da74f85d750870411386,6064da69b64400001906a0a4,Dear Deliceroo,Dear Deliceroo. I am one of your rider.Please stop fooling me with you pay £5.99 for One delivery and £6.79 for 2 deliveries you sneaked in. Lots of drivers I know this you trying to trick us and CANCEL The second order. Good Luck,2021-03-31 20:24,{1: 'Bad'}
